SUIT_1,RANK_1,SUIT_2,RANK_2,SUIT_3,RANK_3,SUIT_4,RANK_4,SUIT_5,RANK_5,Figura
treboles,3,diamantes,6,picas,10,picas,3,corazones,Q,pareja
picas,6,treboles,9,diamantes,4,picas,10,picas,4,pareja
diamantes,4,corazones,2,corazones,3,picas,Q,corazones,K,no_hay_figura
picas,K,diamantes,4,diamantes,2,picas,2,diamantes,8,pareja
picas,3,corazones,1,treboles,4,corazones,3,diamantes,9,pareja
corazones,9,picas,2,treboles,K,picas,4,picas,10,no_hay_figura
treboles,K,diamantes,5,corazones,1,corazones,9,diamantes,K,pareja
picas,1,picas,4,treboles,1,picas,Q,corazones,1,trio
picas,4,corazones,3,picas,1,treboles,6,treboles,Q,no_hay_figura
treboles,4,diamantes,3,picas,6,corazones,9,treboles,7,no_hay_figura
treboles,7,picas,J,diamantes,4,treboles,10,treboles,9,no_hay_figura
treboles,Q,treboles,8,picas,6,corazones,10,treboles,4,no_hay_figura
treboles,6,diamantes,J,picas,8,picas,5,diamantes,8,pareja
corazones,3,treboles,5,picas,Q,treboles,10,diamantes,9,no_hay_figura
corazones,K,treboles,5,diamantes,10,picas,6,diamantes,Q,no_hay_figura
corazones,J,picas,Q,diamantes,7,diamantes,6,picas,8,no_hay_figura
diamantes,K,diamantes,3,picas,J,diamantes,7,corazones,6,no_hay_figura
corazones,5,picas,10,treboles,9,treboles,10,corazones,10,trio
treboles,4,diamantes,8,picas,1,picas,K,diamantes,1,pareja
picas,3,picas,Q,corazones,J,picas,K,treboles,1,no_hay_figura
treboles,Q,treboles,3,corazones,6,corazones,2,picas,J,no_hay_figura
corazones,5,treboles,J,corazones,9,diamantes,7,diamantes,Q,no_hay_figura
diamantes,Q,picas,Q,treboles,2,diamantes,10,treboles,1,pareja
corazones,Q,picas,4,picas,9,treboles,6,picas,8,no_hay_figura
corazones,10,treboles,5,diamantes,K,picas,5,corazones,5,trio
corazones,2,picas,10,corazones,Q,corazones,9,corazones,7,no_hay_figura
treboles,4,picas,10,diamantes,10,corazones,1,diamantes,2,pareja
corazones,2,diamantes,J,picas,K,diamantes,Q,diamantes,7,no_hay_figura
treboles,Q,treboles,10,corazones,3,treboles,9,treboles,K,no_hay_figura
picas,3,picas,10,picas,Q,diamantes,9,picas,9,pareja
picas,2,corazones,K,treboles,J,corazones,4,corazones,6,no_hay_figura
treboles,8,corazones,J,picas,10,treboles,3,picas,Q,no_hay_figura
picas,1,picas,J,picas,5,diamantes,10,corazones,6,no_hay_figura
corazones,3,treboles,K,diamantes,9,corazones,8,corazones,K,pareja
diamantes,3,diamantes,2,picas,J,treboles,3,treboles,1,pareja
picas,3,picas,K,corazones,9,treboles,3,corazones,3,trio
diamantes,K,corazones,7,corazones,5,treboles,3,corazones,2,no_hay_figura
picas,K,diamantes,5,picas,4,diamantes,K,corazones,4,doble_pareja
corazones,2,diamantes,Q,corazones,6,diamantes,4,diamantes,2,pareja
picas,1,picas,J,treboles,4,picas,K,treboles,8,no_hay_figura
treboles,7,picas,4,diamantes,K,treboles,6,picas,9,no_hay_figura
picas,J,picas,3,treboles,10,corazones,2,diamantes,6,no_hay_figura
diamantes,1,corazones,2,picas,2,treboles,7,corazones,9,pareja
picas,6,treboles,1,corazones,5,picas,10,diamantes,10,pareja
picas,10,diamantes,6,treboles,9,treboles,5,picas,9,pareja
picas,9,treboles,9,treboles,K,corazones,3,corazones,8,pareja
diamantes,4,diamantes,6,corazones,Q,diamantes,2,treboles,K,no_hay_figura
treboles,6,corazones,7,diamantes,7,picas,10,picas,8,pareja
picas,1,picas,7,treboles,K,corazones,8,diamantes,5,no_hay_figura
picas,9,picas,J,corazones,8,treboles,Q,treboles,3,no_hay_figura
diamantes,7,corazones,4,diamantes,10,picas,K,diamantes,4,pareja
picas,1,treboles,1,treboles,10,diamantes,4,picas,J,pareja
treboles,K,picas,K,treboles,3,treboles,4,diamantes,4,doble_pareja
corazones,J,diamantes,5,picas,5,diamantes,2,diamantes,8,pareja
picas,8,diamantes,8,diamantes,2,picas,K,picas,J,pareja
picas,2,treboles,4,corazones,10,treboles,8,corazones,3,no_hay_figura
corazones,5,treboles,J,diamantes,10,picas,4,diamantes,Q,no_hay_figura
corazones,9,diamantes,J,corazones,K,corazones,7,picas,9,pareja
corazones,8,corazones,7,diamantes,10,diamantes,4,picas,4,pareja
picas,3,treboles,7,picas,7,treboles,K,corazones,1,pareja
diamantes,6,corazones,9,corazones,K,corazones,2,corazones,4,no_hay_figura
treboles,Q,treboles,5,treboles,10,treboles,3,corazones,3,pareja
corazones,K,corazones,6,corazones,1,corazones,2,picas,10,no_hay_figura
treboles,3,picas,5,picas,7,picas,J,treboles,Q,no_hay_figura
diamantes,1,treboles,2,picas,10,diamantes,6,corazones,10,pareja
diamantes,2,corazones,7,treboles,5,corazones,1,corazones,K,no_hay_figura
corazones,8,treboles,5,picas,10,corazones,10,picas,1,pareja
picas,4,treboles,Q,corazones,1,treboles,1,treboles,5,pareja
diamantes,4,picas,K,picas,1,corazones,J,corazones,Q,no_hay_figura
treboles,6,picas,8,corazones,J,picas,6,treboles,J,doble_pareja
treboles,4,treboles,3,corazones,6,picas,8,corazones,9,no_hay_figura
corazones,9,diamantes,4,corazones,J,picas,4,corazones,K,pareja
diamantes,Q,corazones,5,treboles,2,diamantes,5,picas,4,pareja
picas,10,treboles,7,corazones,J,treboles,3,treboles,9,no_hay_figura
diamantes,J,diamantes,5,corazones,J,picas,8,treboles,3,pareja
diamantes,Q,picas,10,treboles,4,treboles,3,treboles,K,no_hay_figura
diamantes,6,treboles,8,treboles,1,corazones,1,corazones,9,pareja
corazones,6,diamantes,Q,treboles,Q,picas,10,diamantes,5,pareja
treboles,9,diamantes,5,diamantes,K,picas,K,picas,7,pareja
picas,1,diamantes,3,treboles,9,treboles,10,corazones,K,no_hay_figura
treboles,2,corazones,6,picas,K,corazones,J,picas,1,no_hay_figura
corazones,3,diamantes,6,corazones,7,treboles,9,picas,4,no_hay_figura
corazones,Q,treboles,8,picas,9,corazones,5,treboles,6,no_hay_figura
treboles,J,diamantes,10,diamantes,1,diamantes,5,treboles,7,no_hay_figura
diamantes,4,corazones,2,treboles,2,corazones,4,treboles,7,doble_pareja
corazones,3,diamantes,3,treboles,J,diamantes,6,treboles,10,pareja
picas,7,corazones,J,picas,Q,picas,2,diamantes,2,pareja
treboles,3,corazones,J,corazones,Q,treboles,6,picas,4,no_hay_figura
treboles,J,corazones,10,treboles,6,diamantes,7,diamantes,Q,no_hay_figura
corazones,8,picas,8,diamantes,1,picas,3,picas,K,pareja
diamantes,3,picas,8,diamantes,1,diamantes,8,treboles,6,pareja
diamantes,4,treboles,10,diamantes,5,corazones,3,treboles,J,no_hay_figura
corazones,4,treboles,3,corazones,9,picas,10,treboles,9,pareja
diamantes,Q,diamantes,10,corazones,Q,diamantes,6,corazones,J,pareja
corazones,J,diamantes,8,diamantes,10,diamantes,1,diamantes,K,no_hay_figura
picas,5,picas,9,diamantes,Q,treboles,J,picas,3,no_hay_figura
diamantes,K,diamantes,Q,picas,8,picas,7,picas,4,no_hay_figura
diamantes,Q,corazones,10,diamantes,3,picas,2,diamantes,5,no_hay_figura
corazones,1,diamantes,Q,treboles,9,diamantes,9,treboles,K,pareja
picas,2,corazones,Q,picas,5,diamantes,7,corazones,J,no_hay_figura
corazones,2,corazones,6,picas,4,diamantes,2,diamantes,8,pareja
picas,7,diamantes,J,corazones,Q,corazones,J,picas,3,pareja
treboles,10,treboles,4,treboles,J,treboles,7,diamantes,5,no_hay_figura
treboles,8,diamantes,4,diamantes,3,corazones,5,corazones,Q,no_hay_figura
treboles,J,corazones,6,corazones,4,corazones,3,diamantes,8,no_hay_figura
picas,7,treboles,8,picas,8,corazones,3,treboles,Q,pareja
corazones,4,corazones,8,diamantes,6,treboles,3,diamantes,8,pareja
corazones,4,diamantes,K,picas,9,corazones,J,treboles,2,no_hay_figura
corazones,7,picas,2,treboles,Q,corazones,3,corazones,4,no_hay_figura
treboles,4,diamantes,7,corazones,8,picas,9,picas,K,no_hay_figura
corazones,10,picas,6,corazones,Q,diamantes,2,treboles,9,no_hay_figura
treboles,K,treboles,9,corazones,7,treboles,8,corazones,J,no_hay_figura
diamantes,2,corazones,8,diamantes,3,corazones,1,diamantes,J,no_hay_figura
corazones,6,diamantes,8,treboles,5,treboles,10,corazones,4,no_hay_figura
picas,9,corazones,K,diamantes,10,picas,8,treboles,3,no_hay_figura
diamantes,10,diamantes,K,diamantes,9,diamantes,3,treboles,2,no_hay_figura
picas,Q,picas,4,diamantes,5,corazones,1,picas,J,no_hay_figura
picas,9,treboles,10,corazones,8,corazones,7,picas,5,no_hay_figura
diamantes,9,diamantes,10,diamantes,7,corazones,2,picas,1,no_hay_figura
picas,4,diamantes,9,treboles,5,picas,8,picas,K,no_hay_figura
diamantes,8,corazones,1,treboles,1,diamantes,J,corazones,8,doble_pareja
corazones,2,diamantes,4,diamantes,3,diamantes,K,diamantes,7,no_hay_figura
picas,3,treboles,2,picas,10,diamantes,K,picas,Q,no_hay_figura
corazones,J,diamantes,8,picas,J,diamantes,10,corazones,7,pareja
picas,4,picas,5,treboles,Q,picas,K,diamantes,4,pareja
treboles,10,treboles,Q,corazones,7,picas,4,picas,3,no_hay_figura
diamantes,J,corazones,8,corazones,7,corazones,1,corazones,5,no_hay_figura
picas,10,diamantes,6,picas,8,treboles,3,corazones,8,pareja
picas,J,picas,5,diamantes,2,treboles,5,treboles,2,doble_pareja
corazones,8,treboles,2,corazones,6,treboles,4,corazones,5,no_hay_figura
diamantes,6,corazones,6,treboles,3,picas,1,diamantes,Q,pareja
picas,K,picas,8,picas,2,treboles,7,picas,10,no_hay_figura
corazones,7,treboles,8,diamantes,7,picas,2,treboles,9,pareja
corazones,2,corazones,1,corazones,6,corazones,K,diamantes,Q,no_hay_figura
treboles,2,picas,9,diamantes,K,picas,4,diamantes,J,no_hay_figura
diamantes,3,diamantes,1,treboles,K,corazones,J,treboles,3,pareja
treboles,J,corazones,1,picas,2,corazones,2,diamantes,Q,pareja
treboles,1,corazones,5,corazones,10,diamantes,7,corazones,3,no_hay_figura
corazones,1,treboles,Q,diamantes,3,diamantes,2,diamantes,4,no_hay_figura
picas,2,corazones,1,diamantes,9,treboles,1,diamantes,2,doble_pareja
treboles,4,corazones,8,corazones,4,picas,9,picas,10,pareja
corazones,9,treboles,10,corazones,7,diamantes,8,diamantes,Q,no_hay_figura
corazones,4,picas,2,diamantes,8,treboles,K,picas,3,no_hay_figura
diamantes,4,diamantes,1,picas,6,diamantes,2,treboles,9,no_hay_figura
corazones,2,treboles,J,corazones,4,diamantes,1,diamantes,9,no_hay_figura
corazones,4,diamantes,5,treboles,Q,diamantes,1,treboles,9,no_hay_figura
diamantes,2,picas,10,diamantes,7,picas,4,treboles,3,no_hay_figura
corazones,5,picas,4,picas,3,corazones,7,treboles,K,no_hay_figura
diamantes,Q,treboles,5,picas,6,picas,5,corazones,Q,doble_pareja
corazones,1,picas,J,corazones,K,treboles,5,corazones,10,no_hay_figura
treboles,2,corazones,1,treboles,1,corazones,Q,diamantes,9,pareja
diamantes,Q,picas,K,picas,3,treboles,J,treboles,3,pareja
corazones,3,picas,K,diamantes,4,diamantes,1,corazones,5,no_hay_figura
diamantes,2,diamantes,1,corazones,5,corazones,1,diamantes,Q,pareja
diamantes,8,corazones,J,treboles,7,diamantes,9,diamantes,J,pareja
picas,8,corazones,6,diamantes,J,corazones,10,picas,6,pareja
treboles,10,picas,5,picas,6,picas,9,corazones,10,pareja
corazones,8,diamantes,4,diamantes,6,picas,Q,treboles,9,no_hay_figura
treboles,5,corazones,8,diamantes,1,diamantes,10,diamantes,9,no_hay_figura
picas,J,corazones,10,treboles,5,corazones,J,treboles,J,trio
diamantes,9,treboles,4,treboles,5,picas,10,treboles,10,pareja
corazones,K,diamantes,6,diamantes,4,corazones,9,corazones,4,pareja
treboles,7,treboles,8,diamantes,2,treboles,3,corazones,3,pareja
diamantes,1,picas,1,picas,3,picas,K,corazones,4,pareja
picas,9,corazones,Q,treboles,K,diamantes,3,diamantes,1,no_hay_figura
treboles,Q,treboles,4,diamantes,5,treboles,10,picas,8,no_hay_figura
diamantes,K,corazones,5,picas,K,corazones,10,diamantes,6,pareja
corazones,6,corazones,5,diamantes,Q,picas,2,picas,1,no_hay_figura
corazones,6,corazones,4,picas,2,diamantes,5,picas,K,no_hay_figura
treboles,2,picas,10,diamantes,2,diamantes,7,picas,1,pareja
diamantes,9,picas,8,corazones,3,diamantes,K,picas,Q,no_hay_figura
picas,9,corazones,5,treboles,1,picas,J,corazones,10,no_hay_figura
picas,10,corazones,7,diamantes,7,corazones,6,diamantes,9,pareja
diamantes,7,picas,3,picas,J,treboles,1,treboles,10,no_hay_figura
diamantes,4,corazones,8,corazones,7,corazones,2,picas,4,pareja
picas,8,corazones,2,corazones,K,diamantes,8,diamantes,Q,pareja
corazones,2,picas,10,treboles,10,picas,8,diamantes,3,pareja
picas,5,diamantes,K,treboles,6,corazones,10,picas,4,no_hay_figura
treboles,8,treboles,3,picas,J,diamantes,9,diamantes,4,no_hay_figura
treboles,3,diamantes,9,picas,9,treboles,9,diamantes,6,trio
diamantes,8,picas,3,diamantes,Q,diamantes,J,treboles,K,no_hay_figura
treboles,10,corazones,Q,diamantes,6,corazones,4,treboles,8,no_hay_figura
diamantes,2,picas,3,corazones,K,treboles,K,picas,7,pareja
diamantes,7,treboles,9,diamantes,4,corazones,J,picas,5,no_hay_figura
picas,4,picas,7,corazones,3,picas,3,diamantes,9,pareja
treboles,2,corazones,10,corazones,1,diamantes,6,treboles,3,no_hay_figura
picas,8,treboles,2,picas,1,corazones,3,treboles,Q,no_hay_figura
treboles,2,treboles,Q,corazones,J,picas,7,picas,2,pareja
picas,Q,diamantes,7,treboles,2,picas,4,diamantes,2,pareja
treboles,4,picas,5,picas,10,diamantes,6,diamantes,J,no_hay_figura
treboles,K,treboles,1,treboles,3,diamantes,K,picas,5,pareja
diamantes,7,corazones,10,corazones,Q,treboles,Q,treboles,5,pareja
corazones,9,picas,K,treboles,1,corazones,5,picas,8,no_hay_figura
corazones,7,corazones,3,picas,4,treboles,9,picas,9,pareja
picas,5,corazones,3,treboles,8,corazones,J,picas,6,no_hay_figura
picas,J,corazones,1,treboles,Q,picas,Q,corazones,10,pareja
diamantes,1,picas,4,corazones,10,diamantes,K,treboles,J,no_hay_figura
diamantes,1,treboles,2,treboles,6,diamantes,9,picas,10,no_hay_figura
corazones,2,picas,2,picas,3,corazones,4,corazones,3,doble_pareja
diamantes,1,diamantes,7,diamantes,5,corazones,K,diamantes,K,pareja
corazones,6,picas,1,picas,9,diamantes,2,picas,2,pareja
treboles,1,picas,J,corazones,J,picas,K,picas,5,pareja
picas,Q,corazones,4,corazones,7,corazones,10,picas,3,no_hay_figura
treboles,9,picas,6,diamantes,1,picas,2,corazones,K,no_hay_figura
picas,7,corazones,7,treboles,Q,diamantes,8,picas,3,pareja
picas,6,corazones,2,treboles,3,corazones,Q,corazones,8,no_hay_figura
diamantes,9,corazones,J,diamantes,K,diamantes,5,corazones,K,pareja
diamantes,3,picas,5,diamantes,10,diamantes,9,picas,3,pareja
diamantes,7,diamantes,6,corazones,1,corazones,K,picas,6,pareja
picas,J,treboles,J,diamantes,10,treboles,Q,diamantes,6,pareja
picas,J,picas,1,corazones,K,diamantes,2,picas,K,pareja
corazones,1,treboles,5,picas,Q,corazones,7,treboles,9,no_hay_figura
treboles,6,treboles,9,picas,4,treboles,3,diamantes,7,no_hay_figura
corazones,J,picas,3,treboles,8,corazones,4,diamantes,9,no_hay_figura
corazones,Q,diamantes,4,diamantes,5,corazones,J,treboles,6,no_hay_figura
corazones,Q,diamantes,1,picas,2,picas,Q,picas,7,pareja
picas,10,treboles,4,treboles,2,corazones,J,treboles,5,no_hay_figura
treboles,4,diamantes,J,corazones,4,picas,6,corazones,7,pareja
diamantes,8,picas,1,treboles,10,treboles,K,corazones,J,no_hay_figura
diamantes,7,treboles,6,picas,2,diamantes,J,diamantes,9,no_hay_figura
corazones,4,treboles,5,treboles,J,diamantes,3,picas,2,no_hay_figura
picas,5,corazones,Q,corazones,J,treboles,5,treboles,4,pareja
diamantes,3,corazones,4,treboles,10,corazones,J,corazones,9,no_hay_figura
picas,4,treboles,9,diamantes,5,picas,10,diamantes,8,no_hay_figura
picas,4,treboles,6,treboles,1,corazones,3,corazones,8,no_hay_figura
picas,2,treboles,9,corazones,8,diamantes,2,corazones,10,pareja
picas,K,corazones,1,picas,5,treboles,3,picas,Q,no_hay_figura
diamantes,10,diamantes,K,diamantes,2,treboles,K,corazones,4,pareja
treboles,K,treboles,3,picas,1,picas,9,diamantes,9,pareja
picas,6,treboles,10,diamantes,Q,corazones,5,diamantes,7,no_hay_figura
corazones,5,corazones,2,treboles,10,picas,1,treboles,Q,no_hay_figura
treboles,2,corazones,8,picas,8,picas,9,picas,1,pareja
picas,10,diamantes,7,treboles,9,diamantes,3,treboles,1,no_hay_figura
corazones,J,treboles,Q,treboles,1,corazones,9,picas,2,no_hay_figura
picas,9,diamantes,3,picas,1,diamantes,K,picas,2,no_hay_figura
diamantes,9,picas,3,diamantes,J,corazones,1,picas,1,pareja
treboles,Q,diamantes,3,picas,Q,corazones,5,picas,1,pareja
treboles,J,diamantes,10,diamantes,K,treboles,1,diamantes,5,no_hay_figura
picas,8,corazones,5,picas,5,treboles,4,diamantes,1,pareja
picas,K,picas,10,treboles,10,diamantes,3,picas,3,doble_pareja
corazones,8,treboles,Q,picas,9,corazones,3,corazones,6,no_hay_figura
treboles,7,picas,5,diamantes,10,treboles,Q,picas,6,no_hay_figura
corazones,4,treboles,3,corazones,Q,diamantes,Q,treboles,J,pareja
treboles,9,picas,6,picas,3,diamantes,9,picas,10,pareja
picas,K,picas,3,diamantes,8,picas,6,corazones,4,no_hay_figura
diamantes,Q,treboles,5,diamantes,4,picas,5,picas,K,pareja
picas,Q,corazones,J,diamantes,K,picas,7,corazones,6,no_hay_figura
corazones,9,picas,5,treboles,4,diamantes,9,corazones,4,doble_pareja
corazones,5,diamantes,7,picas,5,diamantes,1,diamantes,K,pareja
corazones,3,diamantes,3,treboles,Q,corazones,4,corazones,6,pareja
treboles,K,diamantes,K,treboles,6,corazones,4,picas,Q,pareja
treboles,8,picas,J,treboles,6,diamantes,K,picas,Q,no_hay_figura
picas,5,diamantes,3,diamantes,9,corazones,K,treboles,4,no_hay_figura
treboles,10,treboles,8,corazones,5,treboles,1,corazones,3,no_hay_figura
treboles,10,picas,Q,picas,J,diamantes,4,treboles,2,no_hay_figura
diamantes,7,diamantes,Q,corazones,10,picas,10,treboles,7,doble_pareja
corazones,10,picas,6,treboles,9,treboles,1,corazones,2,no_hay_figura
picas,8,picas,10,corazones,3,picas,9,treboles,8,pareja
treboles,10,diamantes,3,treboles,J,corazones,J,treboles,8,pareja
diamantes,8,corazones,J,treboles,2,treboles,4,treboles,Q,no_hay_figura
picas,3,diamantes,2,diamantes,5,corazones,5,diamantes,6,pareja
picas,7,picas,J,diamantes,4,treboles,10,treboles,9,no_hay_figura
corazones,10,diamantes,9,treboles,J,picas,J,treboles,4,pareja
treboles,9,corazones,4,treboles,7,picas,5,corazones,K,no_hay_figura
picas,3,treboles,2,diamantes,K,corazones,3,treboles,9,pareja
treboles,J,corazones,3,picas,1,diamantes,6,diamantes,5,no_hay_figura
diamantes,1,picas,6,treboles,2,corazones,5,corazones,7,no_hay_figura
treboles,9,picas,K,picas,10,corazones,8,treboles,Q,no_hay_figura
picas,8,corazones,10,diamantes,6,picas,2,treboles,2,pareja
diamantes,7,corazones,5,corazones,3,treboles,8,diamantes,6,no_hay_figura
corazones,7,treboles,5,picas,5,corazones,Q,diamantes,10,pareja
picas,7,treboles,2,treboles,9,treboles,5,picas,3,no_hay_figura
diamantes,K,diamantes,6,picas,4,diamantes,8,diamantes,5,no_hay_figura
treboles,K,corazones,3,corazones,7,picas,2,diamantes,K,pareja
picas,Q,treboles,1,diamantes,8,treboles,5,treboles,4,no_hay_figura
diamantes,3,picas,4,treboles,10,treboles,6,treboles,K,no_hay_figura
diamantes,10,diamantes,K,corazones,9,diamantes,5,picas,2,no_hay_figura
diamantes,4,picas,10,diamantes,6,treboles,6,diamantes,7,pareja
picas,10,treboles,5,diamantes,2,treboles,7,picas,Q,no_hay_figura
picas,1,diamantes,2,diamantes,7,corazones,10,treboles,2,pareja
picas,4,corazones,K,treboles,2,treboles,5,corazones,4,pareja
picas,5,picas,7,corazones,1,treboles,8,corazones,10,no_hay_figura
corazones,5,corazones,8,picas,10,picas,6,treboles,10,pareja
diamantes,9,picas,1,picas,5,corazones,1,corazones,9,doble_pareja
diamantes,Q,picas,2,corazones,J,picas,5,corazones,3,no_hay_figura
diamantes,4,picas,7,picas,8,picas,1,picas,2,no_hay_figura
treboles,7,corazones,8,diamantes,9,picas,9,diamantes,Q,pareja
treboles,Q,diamantes,J,corazones,7,corazones,2,corazones,5,no_hay_figura
picas,Q,diamantes,1,diamantes,K,picas,3,picas,6,no_hay_figura
corazones,2,treboles,7,treboles,8,diamantes,8,treboles,6,pareja
treboles,K,picas,10,corazones,3,picas,1,diamantes,5,no_hay_figura
corazones,K,picas,3,picas,8,treboles,6,corazones,J,no_hay_figura
corazones,4,picas,10,picas,K,picas,8,corazones,8,pareja
treboles,6,picas,Q,picas,7,diamantes,Q,corazones,1,pareja
picas,7,corazones,1,picas,8,treboles,3,picas,3,pareja
corazones,1,corazones,K,treboles,7,treboles,2,picas,Q,no_hay_figura
picas,1,picas,4,treboles,10,corazones,Q,treboles,Q,pareja
diamantes,5,diamantes,1,picas,4,corazones,5,corazones,3,pareja
treboles,3,diamantes,5,treboles,K,treboles,9,picas,6,no_hay_figura
treboles,5,diamantes,2,diamantes,6,diamantes,3,treboles,K,no_hay_figura
corazones,6,picas,Q,corazones,Q,picas,5,picas,K,pareja
picas,K,picas,5,treboles,8,picas,6,corazones,J,no_hay_figura
picas,9,corazones,6,picas,J,diamantes,3,treboles,9,pareja
picas,Q,picas,9,treboles,10,diamantes,Q,diamantes,1,pareja
picas,3,diamantes,3,picas,8,picas,Q,diamantes,5,pareja
diamantes,4,treboles,2,diamantes,8,treboles,K,corazones,4,pareja
picas,8,picas,Q,corazones,Q,picas,5,treboles,J,pareja
picas,7,picas,4,diamantes,Q,picas,J,corazones,K,no_hay_figura
treboles,9,corazones,4,treboles,6,diamantes,2,diamantes,3,no_hay_figura
corazones,K,treboles,6,picas,K,picas,8,corazones,6,doble_pareja
treboles,2,diamantes,7,diamantes,3,diamantes,Q,diamantes,4,no_hay_figura
picas,10,diamantes,1,treboles,2,picas,5,corazones,J,no_hay_figura
treboles,8,diamantes,3,corazones,2,diamantes,2,treboles,7,pareja
treboles,10,corazones,Q,corazones,K,diamantes,8,treboles,7,no_hay_figura
picas,7,treboles,4,corazones,9,diamantes,2,treboles,Q,no_hay_figura
